"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"sou",1,0,0,1,1,1,0,1,1,1
"soul",16,5,6,5,5,6,6,15,16,8
"sourc",1,1,0,1,1,1,1,1,1,1
"south",2,8,2,3,4,3,4,6,4,7
"sovereignti",1,1,0,1,0,1,1,1,1,1
"soviet",1,0,1,1,1,1,0,1,1,1
"spat",1,0,0,0,0,0,0,1,1,1
"speak",2,2,0,2,1,0,0,4,3,4
"speech",1,0,1,1,0,1,0,1,2,3
"spend",4,4,1,1,2,1,2,5,2,6
"spent",5,4,1,3,1,2,3,4,6,5
"spirit",1,0,1,1,0,0,0,1,1,1
"spite",1,1,0,0,1,0,1,1,1,1
"spread",3,2,1,2,0,1,1,2,3,3
"squander",1,0,1,1,0,1,1,1,1,1
"stake",2,2,1,1,2,1,3,2,4,7
"stand",8,8,3,5,9,5,7,20,13,18
"standard",1,0,1,1,0,1,1,1,1,1
"start",6,11,2,5,7,3,6,11,7,13
"state",6,4,6,7,4,8,7,14,9,12
"statesnot",1,0,0,1,0,0,0,1,0,1
"status",1,0,0,0,0,0,0,0,1,1
"steali",1,0,0,1,0,0,0,1,1,1
"steer",1,1,1,1,1,0,1,2,1,1
"step",7,9,2,4,6,4,4,18,12,17
"stephen",1,0,1,1,0,1,1,0,1,1
"still",7,9,7,7,7,13,8,8,19,19
"stop",4,6,2,4,5,4,4,9,6,10
"store",1,1,0,1,0,0,0,0,1,1
"storm",1,0,0,1,0,1,1,0,1,0
"str",1,0,1,1,0,1,0,1,1,1
"street",3,1,3,4,1,2,1,1,4,4
"strength",1,2,0,1,2,0,2,4,1,4
"strengthen",2,3,1,2,3,1,1,3,2,3
"stretcha",1,0,0,0,0,0,0,0,1,0
"strong",1,1,1,1,2,3,1,3,3,2
"stronger",2,3,2,3,3,4,1,7,7,5
"struggl",1,2,4,2,2,5,0,2,6,3
"student",1,3,1,0,2,0,4,4,0,5
"studentsforbidenyear",1,0,0,1,0,1,0,0,1,0
"studi",1,1,1,1,0,1,0,0,1,0
"subsidi",1,1,1,1,1,1,1,1,1,1
"suburb",1,0,1,1,0,0,0,0,1,0
"success",1,3,1,1,3,1,0,3,2,3
"successnot",2,0,0,2,0,2,2,1,2,2
"sue",1,0,0,1,0,1,0,0,1,0
"summon",2,1,0,0,1,0,0,1,2,1
"supp",1,0,1,1,0,1,1,1,1,0
"support",9,11,1,6,12,5,5,18,13,30
"suprem",3,4,0,3,1,0,0,4,0,5
"supremaci",3,3,3,3,3,3,3,3,3,3
"supremacist",2,2,1,2,2,1,0,2,2,2
"sure",1,1,1,1,2,1,2,4,1,4
"surpris",1,3,1,2,4,1,4,3,1,4
"surrend",1,1,0,1,0,1,2,2,1,2
"swastika",1,1,1,1,0,1,1,1,1,1
"symbol",2,2,2,2,1,1,1,2,2,2
"system",2,4,2,3,2,2,4,9,5,7
"tack",1,0,1,0,0,1,0,0,1,0
"tackl",2,2,1,1,1,1,1,3,1,3
"take",22,25,12,28,11,18,19,29,27,38
"target",1,1,0,1,1,0,0,1,1,1
"tax",3,6,3,6,6,11,7,9,11,10
"taxpay",2,2,0,0,2,0,2,2,0,2
"teach",1,0,1,0,1,0,1,1,1,1
"tear",2,2,0,2,0,2,1,3,4,3
"technician",1,1,1,1,0,1,1,1,1,1
"tell",5,3,3,3,3,3,5,8,4,10
"ten",1,2,0,2,2,3,3,3,4,5
"term",1,0,0,1,0,1,1,1,1,1
"terror",1,1,1,1,0,1,0,0,1,0
"test",5,5,7,4,3,7,9,16,9,21
"tha",1,1,1,1,1,0,1,2,0,1
"thank",6,10,1,7,9,3,1,11,8,15
"that",13,7,3,12,5,8,6,11,16,16
"theand",2,1,1,2,0,1,1,1,2,2
"themillion",1,0,1,1,0,1,0,1,2,0
"thenot",1,0,0,1,0,0,0,1,1,1
"there",8,11,4,7,13,13,11,15,15,22
"theyr",4,3,3,4,1,4,0,4,5,3
"thi",1,0,1,1,0,1,1,1,1,1
"thing",5,7,3,6,7,7,7,12,15,23
"think",8,7,7,9,5,9,13,12,12,12
"third",1,0,0,1,0,1,1,0,1,0
"thought",3,4,2,3,2,2,3,2,3,3
"thous",1,0,0,1,0,1,0,1,1,1
"thousand",2,1,2,2,1,2,1,2,2,4
"threat",15,7,2,15,2,6,11,9,15,8
"threaten",2,0,1,1,0,0,1,1,2,0
"three",1,2,1,1,1,2,2,2,2,3
"threw",1,0,0,1,0,1,0,1,1,1
"thrive",1,1,1,1,0,1,0,0,1,1
"throughout",1,2,2,2,1,1,0,2,3,3
"thrown",1,0,0,2,0,3,0,0,3,1
"time",34,74,19,21,24,27,30,54,54,57
"tireless",1,1,0,0,1,0,1,2,1,2
"today",15,29,4,13,24,17,18,39,26,37
"todaybecaus",1,0,0,1,0,1,1,0,1,0
"todont",1,1,0,1,1,0,0,1,1,1
"toequal",1,1,0,1,1,0,0,1,1,1
"togeth",6,17,6,6,16,13,12,25,18,32
"toll",1,1,1,1,0,1,1,0,1,0
"tonight",6,11,3,8,7,7,5,12,9,17
"took",4,1,1,6,1,3,2,4,5,4
"tool",1,0,1,1,0,0,0,1,1,1
"tooth",1,1,0,0,1,0,0,1,1,1
"top",3,7,3,4,2,3,0,7,4,7
"torch",1,1,1,1,1,1,0,1,1,1
"tortur",2,2,2,2,1,2,1,1,2,1
"tough",1,4,0,0,2,11,5,4,11,7
"toward",2,4,2,2,4,1,3,5,2,5
"towel",1,0,0,1,0,1,0,1,1,1
"town",1,2,0,3,1,1,0,4,1,8
"trade",1,1,1,2,1,2,4,4,3,3
"traffick",1,0,1,1,0,0,0,1,1,1
"tragedi",1,1,0,2,2,2,0,1,2,2
"train",1,0,0,1,0,1,1,0,1,1
"transform",1,2,1,0,0,1,2,0,3,4
"transgend",1,2,0,1,2,1,1,1,1,2
"travesti",1,1,1,1,1,1,1,1,1,1
"treat",6,5,4,5,3,5,4,5,5,7
"tri",3,2,2,6,3,4,9,7,7,7
"troll",1,0,1,1,0,1,0,0,1,1
"true",3,1,2,2,1,3,4,2,5,2
"truli",3,2,3,6,1,3,0,2,6,4
"trump",86,85,59,101,54,94,264,172,149,206
"truth",17,12,10,16,10,11,16,26,19,26
"tulsa",1,0,1,1,0,1,0,0,1,0
"tune",8,15,4,18,5,5,4,14,7,20
"turn",5,2,0,8,1,6,6,8,10,10
"two",1,4,1,1,2,1,2,2,5,5
"tyrant",1,1,1,1,1,1,0,1,1,1
"unabl",1,0,0,1,2,3,0,1,3,3
"unaccept",1,2,1,1,2,4,1,3,4,2
"unacceptab",1,0,0,1,0,0,0,1,1,1
"uncheck",1,1,0,1,0,0,0,0,1,0
"unconscion",3,0,5,3,1,3,0,3,5,2
"undermin",1,0,1,1,0,1,1,1,1,0
"understand",1,3,1,1,2,1,5,2,5,5
"understat",1,0,0,1,0,0,1,0,1,0
"unemploy",2,1,2,4,0,6,2,6,9,5
"unfit",1,1,0,0,1,1,6,5,2,6
"unflinch",1,1,0,1,0,0,0,1,0,1
"uniform",1,0,0,1,1,0,0,0,1,1
"union",5,6,4,7,9,5,6,9,7,11
"unit",6,6,4,6,8,8,6,19,8,18
"uniti",3,4,0,3,4,0,4,7,3,7
"univers",2,2,2,2,1,2,1,2,2,2
"unlik",3,1,3,3,2,3,2,4,4,4
"unmistakableclim",1,0,1,1,0,1,0,0,1,0
"unnecessari",1,1,1,1,0,1,1,1,1,0
"unpreced",1,0,0,1,0,0,2,0,1,0
"unseen",1,0,1,1,0,0,0,1,1,1
"unspeak",1,0,1,1,0,1,0,1,1,0
"unwarr",1,0,0,1,0,1,1,1,1,1
"urg",1,1,1,1,1,1,2,1,2,1
"urgent",1,2,0,2,1,1,2,2,2,1
"usa",1,1,1,1,0,1,0,1,1,1
"use",12,10,6,7,4,5,12,16,9,18
"utter",1,1,1,1,0,1,1,0,1,1
"vaccin",1,2,0,0,1,0,0,4,0,5
"valu",2,1,2,2,1,2,0,3,2,3
"veil",1,0,0,0,0,1,0,0,1,0
"ventil",2,1,1,2,0,2,1,1,2,1
"veteran",1,0,1,1,0,1,2,2,1,2
"vice",4,7,1,3,2,1,0,10,11,11
"victim",2,0,1,2,0,2,1,1,2,1
"victori",1,6,1,2,6,2,0,6,2,6
"video",1,1,1,0,0,0,0,0,1,0
"violat",3,2,2,4,1,3,4,4,4,3
"violenc",28,11,10,28,7,28,11,13,28,15
"virus",6,10,3,5,1,6,3,7,17,13
"voic",6,8,3,4,5,3,5,7,5,7
"vote",26,32,5,5,29,27,28,31,29,32
"votebymail",1,3,0,0,3,1,3,3,1,3
"votenow",1,1,0,0,1,1,1,1,1,1
"voter",2,2,0,0,2,1,1,3,1,3
"vulner",3,1,3,3,0,2,0,2,3,1
"wait",2,6,0,2,3,2,2,3,6,4
"waito",1,0,1,1,0,0,0,1,1,1
"wake",3,2,1,4,2,2,3,2,3,4
"wall",1,1,1,1,0,1,3,0,2,5
"want",16,14,8,14,12,13,21,32,22,38
"war",3,2,0,7,2,3,1,4,8,4
"warn",2,2,2,3,1,2,4,2,2,3
"washington",2,3,2,2,1,3,2,1,3,2
"wasnot",1,1,0,1,1,1,1,1,1,1
"wasnt",2,2,0,1,0,0,1,3,1,3
"wast",5,5,8,5,1,4,2,6,8,5
"watch",3,16,0,18,2,3,4,6,6,7
"way",3,4,3,2,4,5,6,7,7,12
"weapon",4,1,1,4,1,1,0,2,4,2
"wear",2,3,2,2,1,1,1,12,12,5
"week",3,2,3,3,3,2,4,4,4,7
"well",2,6,1,2,4,1,3,6,1,8
"werecas",1,0,0,1,0,1,0,1,1,1
"werent",1,0,1,1,1,1,0,1,1,2
"west",1,1,1,1,0,1,0,0,2,1
"weve",8,13,4,12,12,12,7,23,20,26
"wha",1,2,0,1,0,0,1,1,2,1
"what",4,5,1,4,2,4,4,3,6,7
"whatsaid",1,1,1,1,1,1,1,1,1,1
"whether",3,4,1,2,4,3,2,4,4,6
"white",8,27,6,7,27,7,16,27,10,27
"whitesupremacist",1,0,0,1,0,1,0,1,1,1
"whole",1,1,0,0,0,0,0,0,1,2
"whose",1,0,1,1,1,1,1,2,1,2
"whove",1,1,0,0,0,0,0,0,1,1
"whyand",1,1,0,0,0,0,0,1,1,1
"wild",1,0,0,1,0,0,1,0,1,0
"wildfir",1,0,1,1,0,0,0,0,1,0
"will",25,38,16,40,44,29,35,79,55,97
"win",5,7,5,2,7,8,7,11,9,12
"wish",1,10,2,2,9,2,6,10,3,12
"wit",1,0,1,1,0,1,0,2,2,1
"without",3,3,1,3,2,1,5,6,5,10
"woke",1,0,0,1,0,2,1,1,2,1
"women",6,4,3,5,5,6,2,7,9,7
"won",1,1,3,1,1,3,2,3,3,4
"wonder",2,2,0,2,0,2,0,1,2,1
"wont",6,19,5,6,5,7,6,12,13,14
"wor",1,1,1,2,1,2,0,1,2,1
"word",13,8,3,8,6,3,11,22,13,20
"work",8,21,7,9,13,14,15,32,24,47
"worker",12,6,4,12,5,7,4,16,21,24
"workersw",1,1,1,1,1,1,0,1,1,1
"workplac",1,2,0,0,2,0,1,3,1,3
"world",4,6,1,3,4,4,6,9,6,10
"worldexcept",1,0,0,1,0,0,0,1,1,1
"worldhealthday",1,0,0,0,0,0,0,1,1,1
"worldkil",1,1,1,1,1,1,1,1,1,1
"worri",1,4,2,3,1,10,1,4,10,6
"worst",5,6,4,8,2,8,7,8,10,11
"wouldnt",3,0,1,3,2,3,1,4,3,4
"written",1,1,0,0,0,0,0,0,1,2
"wrongdo",1,0,1,0,0,1,1,1,1,1
"wrought",1,0,0,1,0,1,1,0,1,0
"xenophob",1,0,1,1,1,1,0,1,0,1
"xenophobia",1,0,1,1,0,1,0,0,1,0
"year",21,29,12,19,19,18,27,34,24,39
"yearold",1,1,1,1,1,1,0,2,1,1
"yesterday",2,3,0,2,1,1,2,5,1,6
"yet",5,5,1,3,5,3,3,6,6,6
"youd",1,1,1,1,1,0,0,1,1,1
"youll",1,2,0,0,2,2,2,3,3,3
"young",1,5,1,2,5,1,5,3,1,5
"your",1,5,7,3,4,10,3,7,12,11
"youth",1,0,1,1,1,1,0,1,1,1
"yovanovitch",1,0,0,1,0,0,1,0,1,0
"aboutandand",0,1,0,0,0,0,0,0,1,0
"absolut",0,1,0,0,0,0,0,1,0,1
"abund",0,1,0,0,0,0,1,1,1,1
"acceler",0,1,0,0,0,0,0,1,0,1
"accord",0,1,0,0,1,0,1,1,0,1
"achiev",0,4,0,2,4,2,1,4,2,4
"aclean",0,1,0,1,1,1,1,1,1,1
"activ",0,2,0,0,2,0,1,1,0,2
"actor",0,1,1,0,1,0,1,1,1,1
"adi",0,1,0,0,1,0,1,1,0,1
"advoc",0,1,0,0,1,0,1,1,0,1
"affirm",0,1,0,0,1,0,1,1,0,1
"afternoonand",0,2,0,0,0,0,0,1,0,1
"aliv",0,1,0,0,1,0,1,1,0,1
"alland",0,1,0,0,1,0,1,1,0,1
"alloc",0,1,0,0,0,0,0,0,0,0
"alon",0,3,1,3,1,1,2,5,3,7
"along",0,2,0,0,0,0,1,0,0,0
"alrightjoin",0,1,0,1,1,0,1,1,0,1
"also",0,2,0,2,1,1,4,5,3,4
"alt",0,1,0,0,1,0,1,1,0,1
"alter",0,1,0,0,1,0,1,1,0,1
"ambit",0,1,0,0,1,0,1,1,0,1
"amid",0,1,0,0,1,0,1,1,1,1
"andi",0,1,0,0,0,0,0,0,0,0
"andknow",0,1,0,0,0,0,0,0,1,0
"angrier",0,1,0,0,1,0,1,1,0,1
"announc",0,2,0,2,1,1,2,5,1,5
"area",0,1,0,1,0,1,0,0,1,0
"arriv",0,2,0,0,1,0,1,1,0,1
"arsonist",0,1,0,0,1,0,1,1,0,1
"atand",0,2,0,0,1,0,0,1,0,1
"atax",0,1,0,0,0,0,0,1,0,1
"atpm",0,1,0,0,1,0,1,2,0,2
"august",0,1,0,0,1,0,1,1,0,1
"barack",0,1,0,0,1,0,0,1,0,1
"bare",0,1,0,0,1,0,0,1,0,1
"basic",0,1,0,1,1,0,1,3,0,3
"beacon",0,1,0,0,1,0,1,1,1,1
"bedrock",0,1,0,0,1,0,0,1,0,1
"beginnin",0,1,0,0,1,0,0,1,0,1
"belong",0,1,0,0,1,0,0,1,0,1
"bethat",0,1,0,0,0,0,0,1,0,1
"bless",0,1,1,2,2,1,1,1,1,2
"blood",0,1,0,0,1,1,0,0,0,1
"book",0,1,0,0,1,0,1,0,0,1
"box",0,2,0,1,0,0,0,2,0,2
"breonna",0,1,0,0,1,1,1,1,1,1
"brianth",0,1,0,0,1,0,0,1,0,1
"bright",0,1,0,1,0,1,0,1,1,0
"brother",0,1,0,1,1,1,1,2,1,2
"brown",0,2,0,0,0,2,0,1,2,2
"built",0,1,0,0,1,0,2,1,0,4
"bulli",0,1,0,0,1,0,2,1,0,1
"cal",0,1,0,1,0,0,0,1,0,1
"canand",0,1,0,0,0,0,0,1,0,1
"caravan",0,1,0,0,1,0,0,1,0,1
"caregiv",0,3,0,0,1,1,1,1,3,3
"caridad",0,1,0,1,1,0,1,1,0,1
"cart",0,1,0,0,0,1,0,0,0,0
"catherin",0,1,0,0,1,0,0,1,0,1
"caucus",0,3,0,0,0,0,0,0,0,1
"cdc",0,1,0,0,0,0,0,0,0,1
"centuri",0,4,0,0,4,0,1,1,1,4
"challengesand",0,1,0,0,1,0,0,0,0,1
"charact",0,7,1,1,3,0,5,8,0,8
"charg",0,1,1,0,0,0,1,1,2,1
"chat",0,1,0,1,0,0,0,0,1,1
"chi",0,1,0,0,1,0,0,1,0,1
"childhood",0,3,0,0,3,0,1,1,1,3
"choic",0,1,0,0,1,2,2,2,1,5
"chose",0,1,0,1,0,1,1,0,1,1
"claim",0,2,0,1,2,1,1,3,2,3
"classand",0,1,0,0,0,0,1,0,0,0
"classroom",0,1,0,0,1,0,2,1,0,2
"coalit",0,1,0,0,0,0,2,0,1,3
"cobr",0,1,0,1,1,0,1,1,0,1
"commemor",0,2,0,0,2,2,0,0,0,2
"commun",0,1,0,1,1,1,0,1,1,1
"compa",0,1,0,1,1,0,1,1,0,1
"con",0,1,0,0,2,0,3,2,1,2
"conclud",0,1,0,0,1,0,1,1,0,1
"condu",0,1,0,0,1,0,1,1,0,1
"confirm",0,2,0,1,0,3,1,4,3,4
"congressmanh",0,1,0,1,0,0,0,1,1,1
"congresswoman",0,1,0,0,1,1,0,0,0,1
"contribut",0,1,0,1,0,0,0,1,1,1
"conver",0,1,0,0,1,0,0,1,0,1
"coryyour",0,1,0,0,1,0,1,1,0,1
"costa",0,1,0,0,1,0,1,1,0,1
"costfre",0,1,0,0,0,0,0,0,0,0
"coun",0,1,0,1,1,0,0,2,1,2
"countryand",0,1,0,0,0,0,0,1,1,1
"cov",0,1,0,0,1,0,1,1,1,1
"cover",0,1,0,0,1,0,1,1,0,1
"cream",0,2,0,0,2,0,2,1,0,2
"credit",0,2,0,1,1,0,0,2,1,2
"crisisand",0,2,0,0,1,0,2,1,1,3
"criti",0,1,0,0,0,0,0,1,0,1
"daughter",0,2,0,0,3,2,1,3,2,3
"daunt",0,1,0,0,1,0,0,1,0,1
"dayit",0,2,0,0,0,0,0,2,2,2
"dear",0,2,2,1,3,0,2,3,2,3
"decenc",0,3,0,1,1,0,0,3,0,3
"decent",0,1,0,0,1,0,1,1,1,1
"del",0,1,0,1,1,0,1,1,0,1
"delawar",0,2,0,1,0,0,0,0,0,1
"dema",0,1,0,1,0,0,1,0,1,0
"denieron",0,1,0,1,0,0,0,1,0,1
"depth",0,1,1,1,1,1,0,2,1,2
"developm",0,1,0,0,0,0,0,1,0,1
"devout",0,1,0,0,1,0,0,1,1,1
"director",0,1,0,0,1,0,0,1,0,1
"discriminatori",0,1,0,0,0,1,0,0,1,0
"discussi",0,1,0,0,1,0,1,1,0,1
"disestablish",0,1,0,1,0,1,1,0,1,1
"disin",0,1,0,0,0,0,0,1,0,1
"dismantl",0,1,0,0,1,0,1,1,0,1
"dispar",0,2,0,1,0,1,0,3,1,1
"display",0,1,0,0,1,0,0,1,0,1
"distanc",0,1,0,0,1,0,0,0,0,1
"distract",0,1,2,1,0,1,0,1,2,1
"divers",0,1,0,0,1,0,3,2,1,3
"doand",0,2,0,0,1,0,1,3,1,1
"doctor",0,1,0,1,0,0,0,0,1,0
"doctrin",0,1,0,1,1,0,1,1,0,1
"dolor",0,1,1,0,1,0,1,1,1,1
"done",0,1,1,1,0,1,1,5,2,5
"donor",0,2,0,0,2,0,1,2,1,3
"doug",0,1,0,0,1,0,0,2,0,3
"draw",0,1,0,1,1,0,1,4,0,4
"drill",0,1,0,0,0,0,1,1,0,1
"due",0,1,0,2,1,5,2,2,5,2
"dunmor",0,1,0,0,1,0,0,0,0,1
"eager",0,1,0,1,1,0,1,1,1,1
"earn",0,1,0,0,0,0,0,0,0,1
"eas",0,1,0,0,1,0,0,0,0,2
"easter",0,1,0,0,1,0,1,1,0,1
"economybut",0,1,0,0,0,0,0,0,1,1
"effus",0,1,1,0,1,0,0,1,1,1
"eight",0,3,0,0,2,0,3,4,0,4
"either",0,2,0,0,0,0,4,0,1,0
"eli",0,1,0,0,1,0,1,1,0,1
"elig",0,1,0,0,1,0,1,1,1,2
"emer",0,1,0,0,0,0,0,0,0,0
"empathi",0,1,0,0,0,1,0,0,1,1
"employ",0,1,0,0,0,1,0,0,1,1
"endand",0,1,0,0,1,0,1,1,0,1
"endang",0,2,0,2,0,0,0,2,2,2
"engag",0,1,0,0,1,0,0,1,0,1
"enorm",0,1,1,2,1,2,1,4,3,3
"enrag",0,1,0,1,0,1,0,2,1,1
"episod",0,4,0,0,5,0,4,4,1,5
"equ",0,1,0,0,0,0,0,1,0,0
"equit",0,1,0,0,0,0,0,0,0,1
"equiti",0,1,0,0,1,0,0,1,0,1
"escobar",0,1,0,0,1,1,0,0,0,1
"establish",0,1,0,0,1,0,1,1,0,1
"eugenia",0,1,0,0,1,0,0,1,0,1
"eve",0,1,0,0,1,0,2,2,0,2
"everywher",0,1,0,0,1,0,0,1,0,1
"except",0,1,0,0,1,0,0,1,0,1
"excit",0,4,0,0,4,0,4,3,0,4
"excus",0,1,1,3,0,2,1,3,2,3
"expend",0,1,0,1,0,2,1,0,2,1
"extraordinari",0,1,0,0,1,1,1,1,1,4
"fade",0,1,0,0,0,0,0,1,1,1
"fate",0,1,0,0,0,0,0,1,1,1
"father",0,1,0,0,1,1,0,1,1,1
"favorit",0,2,1,0,2,0,1,2,1,2
"feast",0,1,0,1,1,0,1,1,0,1
"feder",0,1,0,2,0,0,1,2,3,2
"fergusonreignit",0,1,0,0,0,0,0,1,0,1
"festiv",0,1,0,0,1,0,1,1,0,1
"fewer",0,1,0,0,1,0,0,1,1,1
"fightersemerg",0,1,0,1,1,0,1,1,0,1
"fill",0,2,0,0,0,0,0,1,0,1
"finish",0,2,0,0,0,0,0,0,0,1
"finnegan",0,1,0,0,1,0,0,1,0,1
"firm",0,1,0,0,0,1,0,0,1,0
"firsthand",0,1,0,1,1,0,0,1,0,1
"firsttim",0,1,0,0,0,0,0,1,0,1
"flagth",0,1,0,1,1,1,1,1,1,1
"flavor",0,1,0,0,1,0,1,1,0,1
"flint",0,1,0,1,0,0,0,0,0,0
"foresight",0,1,0,0,0,0,0,1,0,1
"forgiv",0,1,1,0,1,0,1,1,0,1
"formillion",0,1,1,1,1,0,0,1,0,1
"forto",0,1,0,0,0,0,0,1,1,1
"forward",0,2,0,0,2,0,1,2,0,6
"found",0,6,1,1,7,1,6,9,1,8
"framework",0,1,0,0,1,0,0,1,1,1
"fridayand",0,1,0,0,1,0,1,1,0,1
"friend",0,10,4,3,14,4,9,13,6,15
"friendhappi",0,1,0,1,1,0,1,1,0,1
"friendserv",0,1,0,0,1,0,1,1,0,1
"fulli",0,2,0,1,2,0,3,4,0,4
"fun",0,1,0,0,1,0,0,0,0,1
"fundrais",0,5,0,0,3,0,3,3,1,3
"gap",0,1,0,0,1,1,0,1,2,1
"gas",0,1,0,0,0,0,1,1,0,1
"gather",0,1,0,0,1,0,1,2,0,1
"gender",0,1,0,0,3,2,0,3,2,3
"generat",0,2,0,0,2,0,2,2,0,4
"genuin",0,1,1,0,1,1,1,1,1,1
"georgia",0,1,0,0,0,0,0,1,0,1
"gina",0,1,0,0,1,0,0,1,0,1
"glimmer",0,1,0,0,1,0,1,1,0,1
"global",0,3,2,5,2,5,6,3,5,4
"goo",0,1,1,0,1,0,0,1,1,1
"governor",0,1,0,0,1,0,0,1,0,2
"governorjoin",0,1,0,0,1,0,1,1,0,1
"governorthank",0,1,0,1,0,0,1,0,1,0
"graduat",0,1,0,0,1,0,1,1,0,1
"grea",0,1,0,0,0,0,1,0,0,1
"ground",0,1,0,1,1,1,2,1,1,1
"grow",0,1,0,0,1,0,4,4,0,5
"guarante",0,1,0,1,1,1,0,1,1,1
"guatemala",0,1,0,0,1,0,1,1,0,1
"guy",0,1,0,1,0,0,0,2,0,2
"hampshir",0,1,0,0,1,0,0,1,0,2
"hampshirehead",0,1,0,0,0,0,0,1,1,1
"healthi",0,2,0,0,2,0,1,2,0,2
"heather",0,1,0,0,1,0,1,0,0,1
"heroesrisk",0,1,0,1,0,0,0,1,1,1
"heyer",0,1,0,0,1,0,1,0,0,1
"highlight",0,1,0,1,0,0,0,1,1,1
"hilda",0,1,1,0,1,0,1,1,1,1
"hillari",0,1,1,0,1,0,0,1,1,1
"holi",0,2,0,0,2,0,1,2,0,2
"homebuy",0,1,0,0,0,0,0,1,0,1
"hometown",0,1,0,0,1,0,1,0,0,1
"hondura",0,1,0,0,1,0,1,1,0,1
"hopebut",0,1,0,0,1,0,1,1,0,1
"horrifi",0,1,1,1,0,1,0,0,1,0
"host",0,5,0,0,5,1,2,4,0,5
"hourslong",0,1,0,0,0,0,0,1,0,1
"houseand",0,1,0,0,1,0,0,1,0,1
"huerta",0,1,1,0,1,0,1,1,1,1
"hum",0,1,0,0,1,0,1,0,0,1
"hume",0,1,1,0,1,0,0,1,1,1
"husband",0,1,0,1,1,0,0,1,0,1
"ice",0,2,0,0,2,0,2,1,0,2
"imm",0,1,0,0,0,0,0,0,0,0
"immigrantsa",0,1,0,0,1,1,0,1,1,1
"impa",0,1,0,0,1,0,1,1,0,1
"implement",0,1,1,1,0,1,0,2,1,3
"inbut",0,1,0,1,1,0,0,1,1,1
"incap",0,1,0,0,1,0,2,1,0,2
"india",0,1,0,0,1,1,0,1,1,1
"ine",0,1,0,0,1,0,1,1,0,1
"inherit",0,1,0,0,0,0,6,5,0,5
"inject",0,1,0,0,0,0,0,1,0,1
"inst",0,1,0,0,1,0,1,0,0,1
"instal",0,1,0,1,1,1,1,1,1,1
"insur",0,1,0,0,0,0,0,1,0,1
"integr",0,1,0,0,1,0,0,2,0,2
"intend",0,1,0,0,1,0,0,1,1,2
"irish",0,1,0,0,1,0,0,1,0,1
"irisha",0,1,0,0,1,0,0,1,0,1
"islam",0,1,0,0,0,0,0,1,0,1
"itjoin",0,1,0,0,0,0,0,0,1,1
"itsit",0,1,0,0,1,1,0,1,1,1
"jack",0,1,0,0,1,0,1,1,0,1
"jacquelyn",0,1,0,0,1,0,1,1,0,1
"jain",0,1,0,0,1,0,0,1,0,1
"jamaicawho",0,1,0,0,1,1,0,1,1,1
"jewish",0,3,0,0,2,0,1,3,0,4
"johnmarch",0,1,0,1,1,0,1,1,0,1
"joinedon",0,1,0,0,1,0,1,1,1,1
"joke",0,1,0,0,1,0,1,1,2,2
"journey",0,1,1,1,1,0,0,1,1,1
"joy",0,1,0,0,1,0,1,1,0,1
"juggl",0,1,0,0,0,1,0,0,1,1
"justiceha",0,1,0,1,1,0,0,0,0,1
"kept",0,1,0,0,0,1,0,0,1,0
"key",0,1,1,0,1,2,1,2,1,2
"kierkegaard",0,1,0,1,1,1,0,1,1,1
"knownfor",0,1,0,0,1,0,0,1,0,1
"kramer",0,1,0,0,1,0,1,1,0,1
"larri",0,2,0,0,2,0,2,2,0,2
"las",0,1,0,1,0,0,0,0,0,0
"laura",0,1,0,1,0,1,0,0,1,0
"leaguea",0,1,0,0,0,0,1,0,0,1
"learn",0,1,0,1,1,1,1,2,1,4
"leastof",0,1,1,0,1,0,1,1,0,1
"legal",0,1,0,1,1,0,1,1,0,1
"leguizamo",0,1,1,0,1,0,1,1,1,1
"letter",0,1,0,0,2,0,1,2,0,2
"liberti",0,3,0,0,3,0,3,3,0,3
"lif",0,1,0,0,0,0,1,0,1,1
"light",0,1,0,1,0,1,0,1,1,0
"limit",0,1,1,0,1,0,1,1,0,1
"lineswhat",0,1,0,0,0,0,0,1,0,1
"littl",0,1,0,2,1,1,0,2,3,3
"liv",0,1,1,1,0,1,1,0,1,1
"loa",0,1,1,0,1,0,1,1,0,1
"locat",0,1,0,0,0,0,0,0,0,0
"luck",0,1,0,0,1,0,1,1,1,1
"machin",0,1,0,0,0,0,0,1,0,1
"mak",0,1,0,1,0,1,0,1,1,0
"makeshift",0,1,0,1,0,0,0,0,1,0
"mandat",0,1,0,0,0,0,0,1,0,1
"mandela",0,1,0,0,0,0,0,1,1,1
"marksyear",0,1,0,0,1,0,0,1,0,1
"mashpe",0,1,0,1,0,1,1,0,1,1
"mccain",0,2,2,0,2,1,2,2,2,2
"mccarthi",0,1,0,0,1,0,0,1,0,1
"megan",0,1,0,1,0,0,0,0,1,1
"meme",0,1,0,0,1,0,1,1,1,1
"menand",0,1,0,0,0,0,0,1,0,2
"messag",0,1,0,1,1,0,0,2,1,2
"met",0,1,0,0,1,0,0,1,0,1
"michael",0,1,0,0,0,0,0,1,0,1
"might",0,2,0,0,1,0,1,1,1,3
"mike",0,1,0,0,1,0,0,1,1,1
"militari",0,1,0,3,1,3,1,1,3,1
"milwauke",0,1,0,0,1,0,1,1,0,1
"mind",0,1,0,0,1,0,0,2,0,2
